Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time
2016-09-13,Cable Face Pull,Shoulders,70.0,10,,,
2016-09-13,Cable Face Pull,Shoulders,70.0,10,,,
2016-09-13,Flat Barbell Bench Press,Chest,140.0,5,,,
2016-09-13,Flat Barbell Bench Press,Chest,140.0,5,,,
2016-09-13,Flat Barbell Bench Press,Chest,140.0,4,,,
2016-09-15,Barbell Squat,Legs,45.0,5,,,
2016-09-15,Barbell Squat,Legs,95.0,3,,,
2016-09-15,Barbell Squat,Legs,135.0,1,,,
2016-09-15,Barbell Squat,Legs,210.0,4,,,
2016-09-15,Romanian Deadlift,Legs,175.0,10,,,
2016-09-15,Romanian Deadlift,Legs,175.0,10,,,
2016-09-15,Romanian Deadlift,Legs,175.0,10,,,
2016-09-15,Romanian Deadlift,Legs,175.0,12,,,
2016-09-15,Single Leg Press,Legs,70.0,9,,,
2016-09-15,Single Leg Press,Legs,70.0,9,,,
2016-09-15,Single Leg Press,Legs,70.0,9,,,
2016-09-15,Single Leg Press,Legs,70.0,9,,,
2016-09-15,Standing Calf Raise Machine,Legs,120.0,12,,,
2016-09-15,Standing Calf Raise Machine,Legs,120.0,12,,,
2016-09-15,Standing Calf Raise Machine,Legs,120.0,12,,,
2016-09-15,Standing Calf Raise Machine,Legs,120.0,12,,,
2016-09-15,Cable Crunch,Abs,135.0,10,,,
2016-09-15,Cable Crunch,Abs,135.0,8,,,
2016-09-15,Cable Crunch,Abs,135.0,10,,,
2016-09-15,Pallof Press,Abs,50.0,8,,,
2016-09-15,Pallof Press,Abs,50.0,12,,,
2016-09-15,Pallof Press,Abs,50.0,12,,,
2016-09-15,Wood Chopper,Abs,45.0,12,,,
2016-09-15,Wood Chopper,Abs,45.0,12,,,
2016-09-15,Wood Chopper,Abs,45.0,12,,,
2016-09-15,Barbell Squat,Legs,210.0,4,,,
2016-09-15,Barbell Squat,Legs,210.0,4,,,
2016-09-15,Barbell Squat,Legs,210.0,3,,,
2016-09-16,Flat Barbell Bench Press,Chest,110.0,10,,,
2016-09-16,Flat Barbell Bench Press,Chest,110.0,10,,,
2016-09-16,Flat Barbell Bench Press,Chest,110.0,12,,,
2016-09-16,Flat Barbell Bench Press,Chest,110.0,10,,,
2016-09-16,Flat Dumbbell Fly,Chest,30.0,10,,,
2016-09-16,Flat Dumbbell Fly,Chest,30.0,10,,,
2016-09-16,Flat Dumbbell Fly,Chest,30.0,10,,,
2016-09-16,Flat Dumbbell Fly,Chest,30.0,8,,,
2016-09-16,Seated Cable Row,Back,110.0,12,,,
2016-09-16,Seated Cable Row,Back,110.0,12,,,
2016-09-16,Seated Cable Row,Back,110.0,12,,,
2016-09-16,Seated Cable Row,Back,110.0,12,,,
2016-09-16,Dumbbell Row,Back,30.0,10,,,
2016-09-16,Dumbbell Row,Back,30.0,12,,,
2016-09-16,Dumbbell Row,Back,30.0,10,,,
2016-09-16,Dumbbell Row,Back,30.0,12,,,
2016-09-16,Lateral Dumbbell Raise,Shoulders,20.0,9,,,
2016-09-16,Lateral Dumbbell Raise,Shoulders,20.0,8,,,
2016-09-16,Lateral Dumbbell Raise,Shoulders,20.0,8,,,
2016-09-16,Lateral Dumbbell Raise,Shoulders,20.0,8,,,
2016-09-16,Pull Up,Back,0.0,10,,,
2016-09-16,Pull Up,Back,0.0,9,,,
2016-09-16,Pull Up,Back,0.0,9,,,
2016-09-16,Pull Up,Back,0.0,8,,,
2016-09-16,Dumbbell Hammer Curl,Biceps,30.0,11,,,
2016-09-16,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2016-09-16,Dumbbell Hammer Curl,Biceps,30.0,9,,,
2016-09-16,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2016-09-16,V-Bar Push Down,Triceps,60.0,12,,,
2016-09-16,V-Bar Push Down,Triceps,60.0,12,,,
2016-09-16,V-Bar Push Down,Triceps,60.0,12,,,
2016-09-16,V-Bar Push Down,Triceps,60.0,8,,,
2016-09-19,Sumo Deadlift,Legs,45.0,5,,,
2016-09-19,Sumo Deadlift,Legs,135.0,3,,,
2016-09-19,Sumo Deadlift,Legs,185.0,2,,,
2016-09-19,Sumo Deadlift,Legs,205.0,1,,,
2016-09-19,Sumo Deadlift,Legs,230.0,5,,,
2016-09-19,Sumo Deadlift,Legs,230.0,5,,,
2016-09-19,Sumo Deadlift,Legs,230.0,5,,,
2016-09-19,Sumo Deadlift,Legs,230.0,5,,,
2016-09-19,Barbell Front Squat,Legs,155.0,4,,,
2016-09-19,Barbell Front Squat,Legs,155.0,5,,,
2016-09-19,Barbell Front Squat,Legs,155.0,5,,,
2016-09-19,Barbell Front Squat,Legs,155.0,5,,,
2016-09-19,Leg Press,Legs,185.0,15,,,
2016-09-19,Leg Press,Legs,185.0,15,,,
2016-09-19,Leg Press,Legs,185.0,15,,,
2016-09-19,Leg Press,Legs,185.0,15,,,
2016-09-19,Leg Press,Legs,185.0,15,,,
2016-09-19,Seated Leg Curl Machine,Legs,90.0,10,,,
2016-09-19,Seated Leg Curl Machine,Legs,90.0,10,,,
2016-09-19,Seated Leg Curl Machine,Legs,90.0,10,,,
2016-09-19,Seated Leg Curl Machine,Legs,90.0,10,,,
2016-09-19,Seated Calf Raise Machine,Legs,100.0,10,,,
2016-09-19,Seated Calf Raise Machine,Legs,100.0,10,,,
2016-09-19,Seated Calf Raise Machine,Legs,100.0,10,,,
2016-09-19,Seated Calf Raise Machine,Legs,100.0,10,,,
2016-09-19,Weighted Shrugs,Shoulders,25.0,15,,,
2016-09-19,Weighted Shrugs,Shoulders,25.0,15,,,
2016-09-19,Weighted Shrugs,Shoulders,25.0,15,,,
2016-09-19,Weighted Shrugs,Shoulders,25.0,15,,,
2016-09-19,RKC Plank,Abs,0.0,150,,,
2016-09-19,Windshield Wipers,Abs,0.0,7,,,
2016-09-19,Windshield Wipers,Abs,0.0,7,,,
2016-09-19,Windshield Wipers,Abs,0.0,7,,,
2016-09-19,Hanging Knee Raise,Abs,0.0,12,,,
2016-09-19,Hanging Knee Raise,Abs,0.0,12,,,
2016-09-19,Hanging Knee Raise,Abs,0.0,12,,,
2016-09-20,Flat Barbell Bench Press,Chest,45.0,5,,,
2016-09-20,Flat Barbell Bench Press,Chest,95.0,3,,,
2016-09-20,Flat Barbell Bench Press,Chest,115.0,1,,,
2016-09-20,Flat Barbell Bench Press,Chest,140.0,5,,,
2016-09-20,Incline Dumbbell Bench Press,Chest,50.0,9,,,
2016-09-20,Incline Dumbbell Bench Press,Chest,50.0,9,,,
2016-09-20,Incline Dumbbell Bench Press,Chest,50.0,8,,,
2016-09-20,Incline Dumbbell Bench Press,Chest,50.0,8,,,
2016-09-20,Barbell Row,Back,130.0,5,,,
2016-09-20,Barbell Row,Back,130.0,5,,,
2016-09-20,Barbell Row,Back,130.0,5,,,
2016-09-20,Barbell Row,Back,130.0,5,,,
2016-09-20,Lat Pulldown,Back,120.0,10,,,
2016-09-20,Lat Pulldown,Back,120.0,8,,,
2016-09-20,Lat Pulldown,Back,120.0,9,,,
2016-09-20,Lat Pulldown,Back,120.0,8,,,
2016-09-20,Overhead Press,Shoulders,95.0,4,,,
2016-09-20,Overhead Press,Shoulders,95.0,5,,,
2016-09-20,Overhead Press,Shoulders,95.0,4,,,
2016-09-20,Overhead Press,Shoulders,95.0,4,,,
2016-09-20,EZ-Bar Curl,Biceps,70.0,10,,,
2016-09-20,EZ-Bar Curl,Biceps,70.0,10,,,
2016-09-20,EZ-Bar Curl,Biceps,70.0,10,,,
2016-09-20,EZ-Bar Skullcrusher,Triceps,60.0,8,,,
2016-09-20,EZ-Bar Skullcrusher,Triceps,60.0,8,,,
2016-09-20,EZ-Bar Skullcrusher,Triceps,60.0,7,,,
2016-09-20,Cable Face Pull,Shoulders,75.0,10,,,
2016-09-20,Cable Face Pull,Shoulders,75.0,10,,,
2016-09-20,Cable Face Pull,Shoulders,75.0,10,,,
2016-09-20,Flat Barbell Bench Press,Chest,140.0,5,,,
2016-09-20,Flat Barbell Bench Press,Chest,140.0,5,,,
2016-09-20,Flat Barbell Bench Press,Chest,140.0,5,,,
2016-09-22,Barbell Squat,Legs,45.0,5,,,
2016-09-22,Barbell Squat,Legs,95.0,3,,,
2016-09-22,Barbell Squat,Legs,135.0,1,,,
2016-09-22,Barbell Squat,Legs,210.0,5,,,
2016-09-22,Romanian Deadlift,Legs,175.0,12,,,
2016-09-22,Romanian Deadlift,Legs,175.0,11,,,
2016-09-22,Romanian Deadlift,Legs,175.0,11,,,
2016-09-22,Romanian Deadlift,Legs,175.0,11,,,
2016-09-22,Single Leg Press,Legs,70.0,10,,,
2016-09-22,Single Leg Press,Legs,70.0,10,,,
2016-09-22,Single Leg Press,Legs,70.0,10,,,
2016-09-22,Single Leg Press,Legs,70.0,10,,,
2016-09-22,Standing Calf Raise Machine,Legs,130.0,12,,,
2016-09-22,Standing Calf Raise Machine,Legs,130.0,12,,,
2016-09-22,Standing Calf Raise Machine,Legs,130.0,10,,,
2016-09-22,Standing Calf Raise Machine,Legs,130.0,10,,,
2016-09-22,Barbell Squat,Legs,210.0,5,,,
2016-09-22,Barbell Squat,Legs,210.0,5,,,
2016-09-22,Barbell Squat,Legs,210.0,5,,,
2016-09-22,Cable Crunch,Abs,135.0,12,,,
2016-09-22,Cable Crunch,Abs,135.0,11,,,
2016-09-22,Cable Crunch,Abs,135.0,11,,,
2016-09-22,Pallof Press,Abs,50.0,12,,,
2016-09-22,Pallof Press,Abs,50.0,12,,,
2016-09-22,Pallof Press,Abs,50.0,12,,,
2016-09-22,Wood Chopper,Abs,50.0,8,,,
2016-09-22,Wood Chopper,Abs,50.0,8,,,
2016-09-22,Wood Chopper,Abs,50.0,8,,,
2016-09-23,Flat Barbell Bench Press,Chest,110.0,12,,,
2016-09-23,Flat Barbell Bench Press,Chest,110.0,12,,,
2016-09-23,Flat Barbell Bench Press,Chest,110.0,10,,,
2016-09-23,Flat Barbell Bench Press,Chest,110.0,8,,,
2016-09-23,Flat Dumbbell Fly,Chest,30.0,10,,,
2016-09-23,Flat Dumbbell Fly,Chest,30.0,11,,,
2016-09-23,Flat Dumbbell Fly,Chest,30.0,11,,,
2016-09-23,Flat Dumbbell Fly,Chest,30.0,10,,,
2016-09-23,Seated Cable Row,Back,125.0,11,,,
2016-09-23,Seated Cable Row,Back,125.0,12,,,
2016-09-23,Seated Cable Row,Back,125.0,12,,,
2016-09-23,Seated Cable Row,Back,125.0,11,,,
2016-09-23,Dumbbell Row,Back,30.0,12,,,
2016-09-23,Dumbbell Row,Back,30.0,12,,,
2016-09-23,Dumbbell Row,Back,30.0,12,,,
2016-09-23,Dumbbell Row,Back,30.0,11,,,
2016-09-23,Lateral Dumbbell Raise,Shoulders,20.0,10,,,
2016-09-23,Lateral Dumbbell Raise,Shoulders,20.0,9,,,
2016-09-23,Lateral Dumbbell Raise,Shoulders,20.0,9,,,
2016-09-23,Lateral Dumbbell Raise,Shoulders,20.0,9,,,
2016-09-23,Pull Up,Back,0.0,6,,,
2016-09-23,Pull Up,Back,0.0,8,,,
2016-09-23,Pull Up,Back,0.0,6,,,
2016-09-23,Pull Up,Back,0.0,4,,,
2016-09-23,Dumbbell Hammer Curl,Biceps,30.0,11,,,
2016-09-23,Dumbbell Hammer Curl,Biceps,30.0,11,,,
2016-09-23,Dumbbell Hammer Curl,Biceps,30.0,11,,,
2016-09-23,Dumbbell Hammer Curl,Biceps,30.0,12,,,
2016-09-23,V-Bar Push Down,Triceps,60.0,12,,,
2016-09-23,V-Bar Push Down,Triceps,60.0,12,,,
2016-09-23,V-Bar Push Down,Triceps,60.0,12,,,
2016-09-23,V-Bar Push Down,Triceps,60.0,12,,,
2016-09-26,Sumo Deadlift,Legs,45.0,5,,,
2016-09-26,Sumo Deadlift,Legs,135.0,3,,,
2016-09-26,Sumo Deadlift,Legs,185.0,2,,,
2016-09-26,Sumo Deadlift,Legs,205.0,1,,,
2016-09-26,Barbell Front Squat,Legs,155.0,5,,,
2016-09-26,Barbell Front Squat,Legs,155.0,5,,,
2016-09-26,Barbell Front Squat,Legs,155.0,5,,,
2016-09-26,Barbell Front Squat,Legs,155.0,5,,,
2016-09-26,Leg Press,Legs,190.0,15,,,
2016-09-26,Leg Press,Legs,190.0,15,,,
2016-09-26,Leg Press,Legs,190.0,15,,,
2016-09-26,Leg Press,Legs,190.0,15,,,
2016-09-26,Leg Press,Legs,190.0,15,,,
2016-09-26,Seated Leg Curl Machine,Legs,95.0,10,,,
2016-09-26,Seated Leg Curl Machine,Legs,95.0,10,,,
2016-09-26,Seated Leg Curl Machine,Legs,95.0,8,,,
2016-09-26,Seated Leg Curl Machine,Legs,95.0,8,,,
2016-09-26,Seated Calf Raise Machine,Legs,100.0,10,,,
2016-09-26,Seated Calf Raise Machine,Legs,100.0,10,,,
2016-09-26,Seated Calf Raise Machine,Legs,100.0,10,,,
2016-09-26,Seated Calf Raise Machine,Legs,100.0,10,,,
2016-09-26,Weighted Shrugs,Shoulders,25.0,15,,,
2016-09-26,Weighted Shrugs,Shoulders,25.0,15,,,
2016-09-26,Weighted Shrugs,Shoulders,25.0,15,,,
2016-09-26,Weighted Shrugs,Shoulders,25.0,15,,,
2016-09-26,RKC Plank,Abs,0.0,150,,,
2016-09-26,Windshield Wipers,Abs,0.0,8,,,
2016-09-26,Windshield Wipers,Abs,0.0,8,,,
2016-09-26,Windshield Wipers,Abs,0.0,8,,,
2016-09-26,Hanging Knee Raise,Abs,0.0,12,,,
2016-09-26,Hanging Knee Raise,Abs,0.0,12,,,
2016-09-26,Hanging Knee Raise,Abs,0.0,12,,,
2016-09-26,Ab-Wheel Rollout,Abs,0.0,5,,,
2016-09-26,Ab-Wheel Rollout,Abs,0.0,5,,,
2016-09-26,Ab-Wheel Rollout,Abs,0.0,5,,,
2016-09-26,Sumo Deadlift,Legs,235.0,5,,,
2016-09-26,Sumo Deadlift,Legs,235.0,5,,,
2016-09-26,Sumo Deadlift,Legs,235.0,5,,,
2016-09-26,Sumo Deadlift,Legs,235.0,3,,,
2016-09-27,Flat Barbell Bench Press,Chest,45.0,5,,,
2016-09-27,Flat Barbell Bench Press,Chest,95.0,3,,,
2016-09-27,Flat Barbell Bench Press,Chest,115.0,1,,,
2016-09-27,Flat Barbell Bench Press,Chest,145.0,3,,,
2016-09-27,Incline Dumbbell Bench Press,Chest,50.0,10,,,
2016-09-27,Incline Dumbbell Bench Press,Chest,50.0,10,,,
2016-09-27,Incline Dumbbell Bench Press,Chest,50.0,7,,,
2016-09-27,Incline Dumbbell Bench Press,Chest,50.0,8,,,
2016-09-27,Barbell Row,Back,135.0,3,,,
2016-09-27,Barbell Row,Back,135.0,3,,,
2016-09-27,Barbell Row,Back,135.0,3,,,
2016-09-27,Barbell Row,Back,135.0,3,,,
2016-09-27,Lat Pulldown,Back,120.0,10,,,
2016-09-27,Lat Pulldown,Back,120.0,10,,,
2016-09-27,Lat Pulldown,Back,120.0,7,,,
2016-09-27,Lat Pulldown,Back,120.0,8,,,
2016-09-27,Overhead Press,Shoulders,95.0,5,,,
2016-09-27,Overhead Press,Shoulders,95.0,4,,,
2016-09-27,Overhead Press,Shoulders,95.0,4,,,
2016-09-27,Overhead Press,Shoulders,95.0,5,,,
2016-09-27,EZ-Bar Curl,Biceps,75.0,10,,,
2016-09-27,EZ-Bar Curl,Biceps,75.0,6,,,
2016-09-27,EZ-Bar Curl,Biceps,75.0,8,,,
2016-09-27,EZ-Bar Skullcrusher,Triceps,60.0,8,,,
2016-09-27,EZ-Bar Skullcrusher,Triceps,60.0,8,,,
2016-09-27,EZ-Bar Skullcrusher,Triceps,60.0,8,,,
2016-09-27,Cable Face Pull,Shoulders,80.0,10,,,
2016-09-27,Cable Face Pull,Shoulders,80.0,8,,,
2016-09-27,Cable Face Pull,Shoulders,80.0,8,,,
2016-09-27,Flat Barbell Bench Press,Chest,145.0,3,,,
2016-09-27,Flat Barbell Bench Press,Chest,145.0,3,,,
2016-09-27,Flat Barbell Bench Press,Chest,145.0,4,,,
2016-09-29,Barbell Squat,Legs,45.0,5,,,
2016-09-29,Barbell Squat,Legs,95.0,3,,,
2016-09-29,Barbell Squat,Legs,135.0,1,,,
2016-09-29,Barbell Squat,Legs,200.0,3,,,
2016-09-29,Romanian Deadlift,Legs,175.0,10,,,
2016-09-29,Romanian Deadlift,Legs,175.0,10,,,
2016-09-29,Romanian Deadlift,Legs,175.0,10,,,
2016-09-29,Romanian Deadlift,Legs,175.0,10,,,
2016-09-29,Single Leg Press,Legs,70.0,10,,,
2016-09-29,Single Leg Press,Legs,70.0,11,,,
2016-09-29,Single Leg Press,Legs,70.0,11,,,
2016-09-29,Single Leg Press,Legs,70.0,11,,,
2016-09-29,Standing Calf Raise Machine,Legs,130.0,12,,,
2016-09-29,Standing Calf Raise Machine,Legs,130.0,12,,,
2016-09-29,Standing Calf Raise Machine,Legs,130.0,12,,,
2016-09-29,Standing Calf Raise Machine,Legs,130.0,12,,,
2016-09-29,Barbell Squat,Legs,195.0,3,,,
2016-09-29,Barbell Squat,Legs,190.0,3,,,
2016-09-29,Barbell Squat,Legs,190.0,3,,,
2016-09-29,Cable Crunch,Abs,135.0,12,,,
2016-09-29,Cable Crunch,Abs,135.0,12,,,
2016-09-29,Cable Crunch,Abs,135.0,12,,,
2016-09-29,Pallof Press,Abs,55.0,8,,,
2016-09-29,Pallof Press,Abs,55.0,8,,,
2016-09-29,Pallof Press,Abs,55.0,8,,,
2016-09-29,Wood Chopper,Abs,50.0,12,,,
2016-09-29,Wood Chopper,Abs,50.0,12,,,
2016-09-29,Wood Chopper,Abs,50.0,12,,,
2016-09-30,Flat Barbell Bench Press,Chest,110.0,10,,,
2016-09-30,Flat Barbell Bench Press,Chest,110.0,11,,,
2016-09-30,Flat Barbell Bench Press,Chest,110.0,10,,,
2016-09-30,Flat Barbell Bench Press,Chest,110.0,9,,,
2016-09-30,Flat Dumbbell Fly,Chest,30.0,12,,,
2016-09-30,Flat Dumbbell Fly,Chest,30.0,11,,,
2016-09-30,Flat Dumbbell Fly,Chest,30.0,12,,,
2016-09-30,Flat Dumbbell Fly,Chest,30.0,12,,,
2016-09-30,Seated Cable Row,Back,125.0,12,,,
2016-09-30,Seated Cable Row,Back,125.0,8,,,
2016-09-30,Seated Cable Row,Back,125.0,8,,,
2016-09-30,Seated Cable Row,Back,125.0,8,,,
2016-09-30,Dumbbell Row,Back,30.0,12,,,
2016-09-30,Dumbbell Row,Back,30.0,12,,,
2016-09-30,Dumbbell Row,Back,30.0,12,,,
2016-09-30,Dumbbell Row,Back,30.0,12,,,
2016-09-30,Lateral Dumbbell Raise,Shoulders,20.0,8,,,
2016-09-30,Lateral Dumbbell Raise,Shoulders,20.0,8,,,
2016-09-30,Lateral Dumbbell Raise,Shoulders,20.0,8,,,
2016-09-30,Lateral Dumbbell Raise,Shoulders,20.0,8,,,
2016-09-30,Pull Up,Back,0.0,8,,,
2016-09-30,Pull Up,Back,0.0,8,,,
2016-09-30,Pull Up,Back,0.0,8,,,
2016-09-30,Pull Up,Back,0.0,5,,,
2016-09-30,Dumbbell Hammer Curl,Biceps,30.0,12,,,
2016-09-30,Dumbbell Hammer Curl,Biceps,30.0,12,,,
2016-09-30,Dumbbell Hammer Curl,Biceps,30.0,11,,,
2016-09-30,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2016-09-30,V-Bar Push Down,Triceps,65.0,8,,,
2016-09-30,V-Bar Push Down,Triceps,65.0,12,,,
2016-09-30,V-Bar Push Down,Triceps,65.0,10,,,
2016-09-30,V-Bar Push Down,Triceps,65.0,10,,,
2016-10-03,Sumo Deadlift,Legs,45.0,5,,,
2016-10-03,Sumo Deadlift,Legs,135.0,5,,,
2016-10-03,Sumo Deadlift,Legs,185.0,3,,,
2016-10-03,Sumo Deadlift,Legs,205.0,1,,,
2016-10-03,Sumo Deadlift,Legs,235.0,5,,,
2016-10-03,Sumo Deadlift,Legs,235.0,5,,,
2016-10-03,Sumo Deadlift,Legs,235.0,5,,,
2016-10-03,Sumo Deadlift,Legs,235.0,5,,,
2016-10-03,Barbell Front Squat,Legs,155.0,3,,,
2016-10-03,Barbell Front Squat,Legs,155.0,3,,,
2016-10-03,Barbell Front Squat,Legs,155.0,3,,,
2016-10-03,Barbell Front Squat,Legs,155.0,3,,,
2016-10-03,Leg Press,Legs,195.0,10,,,
2016-10-03,Leg Press,Legs,195.0,10,,,
2016-10-03,Leg Press,Legs,195.0,10,,,
2016-10-03,Leg Press,Legs,195.0,10,,,
2016-10-03,Leg Press,Legs,195.0,10,,,
2016-10-03,Seated Leg Curl Machine,Legs,95.0,10,,,
2016-10-03,Seated Leg Curl Machine,Legs,95.0,10,,,
2016-10-03,Seated Leg Curl Machine,Legs,95.0,9,,,
2016-10-03,Seated Leg Curl Machine,Legs,95.0,9,,,
2016-10-03,Seated Calf Raise Machine,Legs,100.0,10,,,
2016-10-03,Seated Calf Raise Machine,Legs,100.0,10,,,
2016-10-03,Seated Calf Raise Machine,Legs,100.0,10,,,
2016-10-03,Seated Calf Raise Machine,Legs,100.0,10,,,
2016-10-03,Weighted Shrugs,Shoulders,25.0,15,,,
2016-10-03,Weighted Shrugs,Shoulders,25.0,15,,,
2016-10-03,Weighted Shrugs,Shoulders,25.0,15,,,
2016-10-03,Weighted Shrugs,Shoulders,25.0,15,,,
2016-10-03,RKC Plank,Abs,0.0,150,,,
2016-10-03,Windshield Wipers,Abs,0.0,8,,,
2016-10-03,Windshield Wipers,Abs,0.0,10,,,
2016-10-03,Windshield Wipers,Abs,0.0,10,,,
2016-10-03,Hanging Knee Raise,Abs,0.0,12,,,
2016-10-03,Hanging Knee Raise,Abs,0.0,12,,,
2016-10-03,Hanging Knee Raise,Abs,0.0,12,,,
2016-10-04,Flat Barbell Bench Press,Chest,45.0,10,,,
2016-10-04,Flat Barbell Bench Press,Chest,95.0,5,,,
2016-10-04,Flat Barbell Bench Press,Chest,115.0,1,,,
2016-10-04,Flat Barbell Bench Press,Chest,125.0,5,,,
2016-10-04,Incline Dumbbell Bench Press,Chest,45.0,10,,,
2016-10-04,Incline Dumbbell Bench Press,Chest,45.0,10,,,
2016-10-04,Incline Dumbbell Bench Press,Chest,45.0,10,,,
2016-10-04,Incline Dumbbell Bench Press,Chest,45.0,10,,,
2016-10-04,Barbell Row,Back,135.0,3,,,
2016-10-04,Barbell Row,Back,135.0,4,,,
2016-10-04,Barbell Row,Back,135.0,4,,,
2016-10-04,Barbell Row,Back,135.0,3,,,
2016-10-04,Lat Pulldown,Back,120.0,10,,,
2016-10-04,Lat Pulldown,Back,120.0,9,,,
2016-10-04,Lat Pulldown,Back,120.0,9,,,
2016-10-04,Lat Pulldown,Back,120.0,8,,,
2016-10-04,Overhead Press,Shoulders,90.0,5,,,
2016-10-04,Overhead Press,Shoulders,90.0,5,,,
2016-10-04,Overhead Press,Shoulders,90.0,5,,,
2016-10-04,EZ-Bar Curl,Biceps,75.0,10,,,
2016-10-04,EZ-Bar Curl,Biceps,75.0,10,,,
2016-10-04,EZ-Bar Curl,Biceps,75.0,10,,,
2016-10-04,EZ-Bar Skullcrusher,Triceps,60.0,8,,,
2016-10-04,EZ-Bar Skullcrusher,Triceps,60.0,10,,,
2016-10-04,EZ-Bar Skullcrusher,Triceps,60.0,8,,,
2016-10-04,Cable Face Pull,Shoulders,80.0,8,,,
2016-10-04,Cable Face Pull,Shoulders,80.0,8,,,
2016-10-04,Cable Face Pull,Shoulders,80.0,8,,,
2016-10-04,Flat Barbell Bench Press,Chest,125.0,5,,,
2016-10-04,Flat Barbell Bench Press,Chest,125.0,5,,,
2016-10-04,Flat Barbell Bench Press,Chest,125.0,5,,,
2016-10-06,Barbell Squat,Legs,45.0,5,,,
2016-10-06,Barbell Squat,Legs,95.0,3,,,
2016-10-06,Barbell Squat,Legs,135.0,1,,,
2016-10-06,Barbell Squat,Legs,190.0,5,,,
2016-10-06,Romanian Deadlift,Legs,175.0,8,,,
2016-10-06,Romanian Deadlift,Legs,175.0,8,,,
2016-10-06,Romanian Deadlift,Legs,175.0,8,,,
2016-10-06,Romanian Deadlift,Legs,175.0,8,,,
2016-10-06,Single Leg Press,Legs,70.0,11,,,
2016-10-06,Single Leg Press,Legs,70.0,11,,,
2016-10-06,Single Leg Press,Legs,70.0,12,,,
2016-10-06,Single Leg Press,Legs,70.0,12,,,
2016-10-06,Standing Calf Raise Machine,Legs,135.0,12,,,
2016-10-06,Standing Calf Raise Machine,Legs,135.0,12,,,
2016-10-06,Standing Calf Raise Machine,Legs,135.0,12,,,
2016-10-06,Standing Calf Raise Machine,Legs,135.0,12,,,
2016-10-06,Cable Crunch,Abs,140.0,10,,,
2016-10-06,Cable Crunch,Abs,140.0,10,,,
2016-10-06,Cable Crunch,Abs,140.0,10,,,
2016-10-06,Pallof Press,Abs,55.0,10,,,
2016-10-06,Pallof Press,Abs,55.0,10,,,
2016-10-06,Pallof Press,Abs,55.0,10,,,
2016-10-06,Wood Chopper,Abs,55.0,8,,,
2016-10-06,Wood Chopper,Abs,55.0,8,,,
2016-10-06,Wood Chopper,Abs,55.0,8,,,
2016-10-06,Barbell Squat,Legs,190.0,5,,,
2016-10-06,Barbell Squat,Legs,190.0,4,,,
2016-10-06,Barbell Squat,Legs,190.0,4,,,
2016-10-07,Flat Barbell Bench Press,Chest,110.0,12,,,
2016-10-07,Flat Barbell Bench Press,Chest,110.0,12,,,
2016-10-07,Flat Barbell Bench Press,Chest,110.0,12,,,
2016-10-07,Flat Barbell Bench Press,Chest,110.0,12,,,
2016-10-07,Flat Dumbbell Fly,Chest,35.0,10,,,
2016-10-07,Flat Dumbbell Fly,Chest,35.0,10,,,
2016-10-07,Flat Dumbbell Fly,Chest,35.0,10,,,
2016-10-07,Flat Dumbbell Fly,Chest,30.0,10,,,
2016-10-07,Seated Cable Row,Back,125.0,8,,,
2016-10-07,Seated Cable Row,Back,125.0,8,,,
2016-10-07,Seated Cable Row,Back,125.0,8,,,
2016-10-07,Seated Cable Row,Back,125.0,8,,,
2016-10-07,Dumbbell Row,Back,30.0,12,,,
2016-10-07,Dumbbell Row,Back,30.0,12,,,
2016-10-07,Dumbbell Row,Back,30.0,12,,,
2016-10-07,Dumbbell Row,Back,30.0,11,,,
2016-10-07,Lateral Dumbbell Raise,Shoulders,20.0,8,,,
2016-10-07,Lateral Dumbbell Raise,Shoulders,20.0,8,,,
2016-10-07,Lateral Dumbbell Raise,Shoulders,20.0,7,,,
2016-10-07,Lateral Dumbbell Raise,Shoulders,20.0,7,,,
2016-10-07,Pull Up,Back,0.0,10,,,
2016-10-07,Pull Up,Back,0.0,8,,,
2016-10-07,Pull Up,Back,0.0,8,,,
2016-10-07,Pull Up,Back,0.0,8,,,
2016-10-07,Dumbbell Hammer Curl,Biceps,30.0,7,,,
2016-10-07,Dumbbell Hammer Curl,Biceps,30.0,8,,,
2016-10-07,Dumbbell Hammer Curl,Biceps,30.0,6,,,
2016-10-07,Dumbbell Hammer Curl,Biceps,30.0,6,,,
2016-10-07,V-Bar Push Down,Triceps,65.0,12,,,
2016-10-07,V-Bar Push Down,Triceps,65.0,12,,,
2016-10-07,V-Bar Push Down,Triceps,65.0,12,,,
2016-10-07,V-Bar Push Down,Triceps,65.0,12,,,
2016-10-10,Barbell Squat,Legs,135.0,5,,,
2016-10-10,Flat Barbell Bench Press,Chest,75.0,5,,,
2016-10-10,Barbell Squat,Legs,145.0,4,,,
2016-10-10,Barbell Squat,Legs,170.0,3,,,
2016-10-10,Barbell Squat,Legs,195.0,3,,,
2016-10-10,Barbell Squat,Legs,195.0,3,,,
2016-10-10,Barbell Squat,Legs,195.0,3,,,
2016-10-10,Barbell Squat,Legs,195.0,3,,,
